1.0, prec, F1 
0.11111111, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5, prec, F2 
0.5714286, rec, F2 
0.625, prec, F2 
0.625, rec, F2 
0.4, prec, F2 
0.30769232, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.14285715, prec, F2 
0.14285715, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.125, prec, F2 
0.125, rec, F2 
0.5, prec, F2 
0.5, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.07692308, prec, F2 
0.07692308, rec, F2 
0.1, prec, F2 
0.1, rec, F2 
0.75, prec, F2 
0.85714287, rec, F2 
0.5, prec, F2 
0.5, rec, F2 
0.75, prec, F2 
0.85714287, rec, F2 
0.16666667, prec, F2 
0.16666667, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.6, prec, F2 
0.85714287, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.33333334, prec, F2 
0.2857143, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5714286, prec, F2 
0.36363637, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.11111111, prec, F2 
0.11111111, rec, F2 
0.9166667, prec, F2 
0.9166667, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.25, prec, F2 
0.15384616, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.42857143, prec, F2 
0.375, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.7, prec, F2 
0.7, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.14285715, prec, F2 
0.125, rec, F2 
1.0, prec, F2 
0.8888889, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.375, prec, F2 
0.33333334, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.6666667, prec, F2 
0.6666667, rec, F2 
0.15384616, prec, F2 
0.18181819, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5, prec, F2 
0.5, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.7777778, prec, F2 
0.7777778, rec, F2 
0.6363636, prec, F2 
0.6363636, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8888889, prec, F2 
0.8888889, rec, F2 
0.125, prec, F2 
0.125, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.125, prec, F2 
0.14285715, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
0.9166667, rec, F2 
0.9, prec, F2 
0.9, rec, F2 
0.5, prec, F2 
0.4, rec, F2 
0.4, prec, F2 
0.33333334, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.75, prec, F2 
0.6666667, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.1, prec, F2 
0.083333336, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8888889, prec, F2 
0.8888889, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.6666667, prec, F2 
0.6666667, rec, F2 
0.5, prec, F2 
0.41666666, rec, F2 
0.33333334, prec, F2 
0.27272728, rec, F2 
0.6666667, prec, F2 
0.5714286, rec, F2 
0.2, prec, F2 
0.2, rec, F2 
0.6666667, prec, F2 
0.54545456, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5, prec, F2 
0.5, rec, F2 
0.11111111, prec, F2 
0.11111111, rec, F2 
0.5555556, prec, F2 
0.625, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.71428573, prec, F2 
0.71428573, rec, F2 
0.2857143, prec, F2 
0.22222222, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.875, prec, F2 
0.875, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.375, prec, F2 
0.33333334, rec, F2 
0.23076923, prec, F2 
0.27272728, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.9166667, prec, F2 
0.9166667, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8181818, prec, F2 
0.8181818, rec, F2 
0.6666667, prec, F2 
0.8, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.25, prec, F2 
0.25, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.2857143, prec, F2 
0.22222222, rec, F2 
0.36363637, prec, F2 
0.30769232, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.1, prec, F2 
0.11111111, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5, prec, F2 
0.5, rec, F2 
0.14285715, prec, F2 
0.11111111, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
0.7777778, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5714286, prec, F2 
0.5714286, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.25, prec, F2 
0.16666667, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.6666667, prec, F2 
0.6, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8181818, prec, F2 
0.8181818, rec, F2 
0.71428573, prec, F2 
0.71428573, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.6666667, prec, F2 
0.6, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.22222222, prec, F2 
0.22222222, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5555556, prec, F2 
0.5555556, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5714286, prec, F2 
0.5714286, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.2857143, prec, F2 
0.2857143, rec, F2 
0.33333334, prec, F2 
0.375, rec, F2 
0.71428573, prec, F2 
0.71428573, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.4, prec, F2 
0.33333334, rec, F2 
0.85714287, prec, F2 
0.75, rec, F2 
0.1, prec, F2 
0.11111111, rec, F2 
0.5, prec, F2 
0.625, rec, F2 
0.71428573, prec, F2 
0.625, rec, F2 
1.0, prec, F2 
0.8181818, rec, F2 
0.25, prec, F2 
0.27272728, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.44444445, prec, F2 
0.44444445, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.9, prec, F2 
0.9, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5833333, prec, F2 
0.6363636, rec, F2 
0.7777778, prec, F2 
0.7777778, rec, F2 
0.4, prec, F2 
0.44444445, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5, prec, F2 
0.45454547, rec, F2 
0.5, prec, F2 
0.42857143, rec, F2 
0.71428573, prec, F2 
0.71428573, rec, F2 
0.3, prec, F2 
0.27272728, rec, F2 
0.5714286, prec, F2 
0.5714286, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.3, prec, F2 
0.33333334, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.85714287, prec, F2 
0.85714287, rec, F2 
0.625, prec, F2 
0.625, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.11111111, prec, F2 
0.09090909, rec, F2 
0.1, prec, F2 
0.083333336, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.875, prec, F2 
0.875, rec, F2 
0.44444445, prec, F2 
0.5, rec, F2 
0.42857143, prec, F2 
0.42857143, rec, F2 
0.6666667, prec, F2 
0.6, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.27272728, prec, F2 
0.25, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.25, prec, F2 
0.18181819, rec, F2 
0.36363637, prec, F2 
0.36363637, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.45454547, prec, F2 
0.5, rec, F2 
0.07692308, prec, F2 
0.07692308, rec, F2 
0.25, prec, F2 
0.33333334, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5714286, prec, F2 
0.5714286, rec, F2 
0.7777778, prec, F2 
0.7777778, rec, F2 
0.375, prec, F2 
0.3, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.41666666, prec, F2 
0.3846154, rec, F2 
0.1, prec, F2 
0.11111111, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.25, prec, F2 
0.2857143, rec, F2 
0.2857143, prec, F2 
0.25, rec, F2 
0.2, prec, F2 
0.25, rec, F2 
0.27272728, prec, F2 
0.375, rec, F2 
0.375, prec, F2 
0.375, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.2857143, prec, F2 
0.25, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.6363636, prec, F2 
0.6363636, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5555556, prec, F2 
0.3846154, rec, F2 
0.125, prec, F2 
0.11111111, rec, F2 
0.54545456, prec, F2 
0.46153846, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.25, prec, F2 
0.2, rec, F2 
0.33333334, prec, F2 
0.33333334, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.7777778, prec, F2 
0.7777778, rec, F2 
0.16666667, prec, F2 
0.14285715, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.2857143, prec, F2 
0.22222222, rec, F2 
0.36363637, prec, F2 
0.30769232, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.1, prec, F2 
0.11111111, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5, prec, F2 
0.5, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.2857143, prec, F2 
0.22222222, rec, F2 
0.7, prec, F2 
0.7777778, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5, prec, F2 
0.5, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.36363637, prec, F2 
0.44444445, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.42857143, prec, F2 
0.27272728, rec, F2 
0.25, prec, F2 
0.25, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.42857143, prec, F2 
0.3, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.27272728, prec, F2 
0.27272728, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.9230769, prec, F2 
0.9230769, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.2, prec, F2 
0.18181819, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.75, prec, F2 
0.75, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.2, prec, F2 
0.22222222, rec, F2 
0.90909094, prec, F2 
0.90909094, rec, F2 
0.22222222, prec, F2 
0.25, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.75, prec, F2 
0.75, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8888889, prec, F2 
0.8888889, rec, F2 
0.375, prec, F2 
0.375, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.25, prec, F2 
0.18181819, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.375, prec, F2 
0.3, rec, F2 
0.41666666, prec, F2 
0.45454547, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.44444445, prec, F2 
0.36363637, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.7777778, prec, F2 
0.7777778, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.7777778, prec, F2 
0.7777778, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.3, prec, F2 
0.33333334, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.36363637, prec, F2 
0.36363637, rec, F2 
0.09090909, prec, F2 
0.083333336, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.07692308, prec, F2 
0.07692308, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.75, prec, F2 
0.75, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.7, prec, F2 
0.7, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.9230769, prec, F2 
0.9230769, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8888889, prec, F2 
0.72727275, rec, F2 
0.8888889, prec, F2 
0.8888889, rec, F2 
1.0, prec, F2 
0.875, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.90909094, prec, F2 
0.90909094, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.6, prec, F2 
0.6, rec, F2 
0.90909094, prec, F2 
0.90909094, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.27272728, prec, F2 
0.27272728, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.7777778, prec, F2 
0.7777778, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8181818, prec, F2 
0.8181818, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5714286, prec, F2 
0.5, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
0.875, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.9166667, prec, F2 
0.9166667, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.11111111, prec, F2 
0.11111111, rec, F2 
0.1, prec, F2 
0.09090909, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.875, prec, F2 
0.875, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8888889, prec, F2 
0.8888889, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.6363636, prec, F2 
0.7777778, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.44444445, prec, F2 
0.5714286, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.14285715, prec, F2 
0.11111111, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.33333334, prec, F2 
0.23076923, rec, F2 
0.3, prec, F2 
0.25, rec, F2 
0.33333334, prec, F2 
0.25, rec, F2 
0.25, prec, F2 
0.2, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.3, prec, F2 
0.33333334, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.90909094, prec, F2 
0.90909094, rec, F2 
0.875, prec, F2 
0.7777778, rec, F2 
0.2857143, prec, F2 
0.25, rec, F2 
0.625, prec, F2 
0.5555556, rec, F2 
0.14285715, prec, F2 
0.11111111, rec, F2 
0.22222222, prec, F2 
0.2857143, rec, F2 
0.61538464, prec, F2 
0.6666667, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.3, prec, F2 
0.33333334, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8181818, prec, F2 
0.8181818, rec, F2 
0.3846154, prec, F2 
0.41666666, rec, F2 
0.36363637, prec, F2 
0.4, rec, F2 
0.09090909, prec, F2 
0.09090909, rec, F2 
0.4, prec, F2 
0.44444445, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
0.8888889, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.11111111, prec, F2 
0.14285715, rec, F2 
1.0, prec, F2 
0.6666667, rec, F2 
0.8888889, prec, F2 
0.8888889, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.27272728, prec, F2 
0.27272728, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.45454547, prec, F2 
0.5, rec, F2 
0.18181819, prec, F2 
0.2, rec, F2 
0.2, prec, F2 
0.18181819, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.875, prec, F2 
0.7777778, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.45454547, prec, F2 
0.45454547, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.27272728, prec, F2 
0.27272728, rec, F2 
0.44444445, prec, F2 
0.44444445, rec, F2 
0.7777778, prec, F2 
0.7777778, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.54545456, prec, F2 
0.46153846, rec, F2 
0.625, prec, F2 
0.5555556, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.16666667, prec, F2 
0.22222222, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.2857143, prec, F2 
0.2857143, rec, F2 
0.6, prec, F2 
0.54545456, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.625, prec, F2 
0.625, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.75, prec, F2 
0.6666667, rec, F2 
0.375, prec, F2 
0.33333334, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.6666667, prec, F2 
0.6666667, rec, F2 
0.11111111, prec, F2 
0.07692308, rec, F2 
0.22222222, prec, F2 
0.2857143, rec, F2 
0.2857143, prec, F2 
0.2857143, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5, prec, F2 
0.6, rec, F2 
0.18181819, prec, F2 
0.15384616, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8888889, prec, F2 
0.8888889, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.36363637, prec, F2 
0.33333334, rec, F2 
0.8888889, prec, F2 
0.8888889, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.41666666, prec, F2 
0.45454547, rec, F2 
0.4, prec, F2 
0.44444445, rec, F2 
0.18181819, prec, F2 
0.18181819, rec, F2 
0.33333334, prec, F2 
0.27272728, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.45454547, prec, F2 
0.45454547, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5, prec, F2 
0.5555556, rec, F2 
0.5714286, prec, F2 
0.44444445, rec, F2 
0.125, prec, F2 
0.11111111, rec, F2 
0.6, prec, F2 
0.54545456, rec, F2 
0.5, prec, F2 
0.5, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.25, prec, F2 
0.18181819, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.8181818, prec, F2 
0.8181818, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.3846154, prec, F2 
0.45454547, rec, F2 
0.9, prec, F2 
0.9, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.54545456, prec, F2 
0.5, rec, F2 
0.6666667, prec, F2 
0.75, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.5555556, prec, F2 
0.5555556, rec, F2 
0.6, prec, F2 
0.375, rec, F2 
0.8, prec, F2 
0.8, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.11111111, prec, F2 
0.07692308, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.54545456, prec, F2 
0.5, rec, F2 
0.5, prec, F2 
0.5555556, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.33333334, prec, F2 
0.375, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.2, prec, F2 
0.18181819, rec, F2 
0.11111111, prec, F2 
0.11111111, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.3, prec, F2 
0.25, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.875, prec, F2 
0.875, rec, F2 
0.61538464, prec, F2 
0.61538464, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.33333334, prec, F2 
0.2857143, rec, F2 
0.8888889, prec, F2 
0.8888889, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.0, prec, F2 
0.0, rec, F2 
0.3, prec, F2 
0.42857143, rec, F2 
0.8181818, prec, F2 
0.75, rec, F2 
0.36363637, prec, F2 
0.44444445, rec, F2 
0.25, prec, F2 
0.2857143, rec, F2 
0.875, prec, F2 
0.6363636, rec, F2 
0.875, prec, F2 
0.875, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
0.25, prec, F2 
0.15384616, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
1.0, prec, F2 
1.0, rec, F2 
